location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,ceiling_height,district,street,underground
москва,7,9,1,26.57,3094612,2025,Новостройка,1 балкон,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","11,8 м²","5,1 м²","2,7 м",Северодвинск, Мира,
москва,15,17,1,24.69,3094000,2025,Новостройка,-1,-1,-1,-1,С отделкой,-1,-1,"2,62 м",Индустриальный,10-й мкр,
москва,19,25,1,20.11,3092585,2027,Новостройка,-1,-1,Монолитно-кирпичный,-1,Предчистовая,"9,7 м²","2,3 м²","2,8 м",Кировский,Магнитогорская ,
москва,3,8,1,25.2,3059000,2026,Новостройка,-1,-1,Панельный,-1,Предчистовая,"12,1 м²",-1,"2,7 м",,,
москва,13,14,1,26.37,3086345,2026,Новостройка,1 лоджия,-1,Панельный,-1,"Предчистовая, черновая, чистовая",10 м²,"8,1 м²","2,71 м",Засвияжский,Юго-Западный мкр,
москва,4,10,1,24.3,3093000,2023,Новостройка,-1,-1,Панельный,-1,Без отделки,-1,-1,"2,7 м",Притяжение мкр, Имени Ефрейтора Потехина,
москва,13,22,1,25.54,3074640,2026,Новостройка,1 лоджия,-1,-1,-1,Предчистовая,"11,3 м²","5,2 м²",2 м,,,
москва,1,5,1,23.5,3090000,2023,Новостройка,-1,-1,Монолитно-кирпичный,-1,Черновая,-1,-1,-1,Пушкинский,Московское шоссе,Шушары
москва,13,18,1,27.83,3061300,2027,Новостройка,-1,-1,Панельный,-1,Без отделки,-1,-1,"2,64 м",,,
москва,14,18,1,22.51,3072615,2025,Новостройка,-1,-1,-1,-1,С отделкой,"15,8 м²",-1,"2,65 м",,,
москва,1,27,1,22.89,3090150,2026,Новостройка,-1,-1,Монолитно-кирпичный,-1,"Без отделки, черновая",-1,-1,"2,5 м",Калининский, Валерия Лесунова,
Фрязино,2,5,1,31.5,3500000,1970,Вторичка,1 балкон,Наземная,-1,-1,-1,"17,7 м²","6,7 м²","2,64 м",Фрязино,Школьная ,
Фрязино,3,6,1,56.0,12000000,2010,Вторичка,1 лоджия,Наземная,-1,-1,-1,-1,17 м²,3 м,Фрязино,Лесная ,
Фрязино,11,12,1,41.3,5700000,2005,Вторичка,-1,-1,-1,-1,-1,-1,11 м²,-1,Фрязино,проезд Павла Блинова,
Фрязино,1,9,1,38.0,4590000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино,проспект Мира,
Фрязино,16,16,1,45.0,4600000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,"21,1 м²","8,5 м²","2,8 м",Фрязино, Горького,
Фрязино,1,9,1,33.9,3500000,1983,Вторичка,-1,Наземная,-1,-1,-1,"17,3 м²","11,2 м²","2,6 м",Фрязино,Окружной проезд,
Фрязино,3,5,1,31.0,4400000,1966,Вторичка,1 балкон,Наземная,-1,-1,-1,-1,"5,5 м²","2,8 м",Фрязино,Вокзальная ,
Фрязино,2,5,1,31.7,3800000,-1,Вторичка,-1,Наземная,-1,-1,-1,"18,5 м²",6 м²,-1,Фрязино,проспект Мира,
Фрязино,2,4,1,70.1,10000000,2001,Вторичка,1 лоджия,-1,-1,-1,-1,"20,2 м²",40 м²,"2,8 м",Фрязино,Комсомольская ,
Фрязино,5,5,1,35.6,3650000,1970,Вторичка,1 балкон,Наземная,-1,-1,-1,"18,4 м²","5,9 м²","2,5 м",Фрязино,проспект Мира,
Фрязино,4,9,1,36.0,6100000,-1,Вторичка,1 лоджия,Наземная,-1,-1,-1,15 м²,"10,5 м²",-1,Фрязино,Лесная ,
Фрязино,8,9,1,33.5,3050000,1983,Вторичка,-1,Наземная,-1,-1,-1,16 м²,12 м²,"2,65 м",Фрязино,Окружной проезд,
Фрязино,4,4,1,29.5,3400000,1963,Вторичка,1 балкон,Наземная,-1,-1,-1,18 м²,6 м²,"2,6 м",Фрязино, Ленина,
Фрязино,7,9,1,32.0,4590000,1969,Вторичка,-1,-1,-1,-1,-1,-1,6 м²,-1,Фрязино,Московская ,
Фрязино,7,12,1,39.6,4700000,1994,Вторичка,1 балкон,Наземная,-1,-1,-1,"20,2 м²",10 м²,-1,Фрязино, 60 лет СССР,
Фрязино,7,9,1,42.0,4800000,1992,Вторичка,2 лоджии,Наземная,-1,-1,-1,20 м²,8 м²,"2,7 м",Фрязино, Нахимова,
Фрязино,4,9,1,33.0,4850000,-1,Вторичка,1 лоджия,-1,-1,-1,-1,18 м²,6 м²,-1,Фрязино,проспект Мира,
Фрязино,2,5,1,30.1,3700000,-1,Вторичка,1 балкон,Наземная,-1,-1,-1,"16,7 м²",6 м²,-1,Фрязино,Школьная ,
Фрязино,2,9,1,38.0,5200000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино, Нахимова,
Фрязино,3,5,1,31.2,4300000,1972,Вторичка,1 балкон,Наземная,-1,-1,-1,18 м²,6 м²,-1,Фрязино,Полевая ,
Фрязино,9,9,1,32.5,3800000,1982,Вторичка,1 балкон,Наземная,-1,-1,-1,-1,7 м²,"2,7 м",Фрязино,проспект Мира,
Фрязино,5,9,1,38.1,4600000,1986,Вторичка,1 лоджия,Наземная,-1,-1,-1,"17,2 м²",8 м²,"2,7 м",Фрязино,проспект Мира,
Фрязино,10,16,1,35.0,5700000,2006,Вторичка,1 балкон,Наземная,-1,-1,-1,15 м²,11 м²,"2,75 м",Фрязино,проспект Мира,
Фрязино,7,9,1,32.4,4790000,1969,Вторичка,1 балкон,Наземная,-1,-1,-1,"19,3 м²",6 м²,"2,5 м",Фрязино,Московская ,
Фрязино,3,14,1,34.0,5500000,1996,Вторичка,1 лоджия,-1,-1,-1,-1,18 м²,9 м²,-1,Фрязино,Полевая ,
Фрязино,4,5,1,31.0,4500000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино,Полевая ,
Фрязино,7,9,1,33.6,4000000,1983,Вторичка,-1,Наземная,-1,-1,-1,"17,1 м²",10 м²,"2,6 м",Фрязино,Окружной проезд,
Фрязино,10,16,1,32.0,5500000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино,проспект Мира,
Фрязино,9,16,1,43.0,5800000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,22 м²,10 м²,"2,8 м",Фрязино, Горького,
Фрязино,8,9,1,37.6,4900000,1986,Вторичка,1 лоджия,Наземная,-1,-1,-1,"17,8 м²",8 м²,"2,7 м",Фрязино,проспект Мира,
Фрязино,13,16,1,34.7,5150000,2008,Вторичка,1 лоджия,Наземная,-1,-1,-1,"14,8 м²",11 м²,"2,75 м",Фрязино,проспект Мира,
Фрязино,4,9,1,33.3,5100000,1969,Вторичка,1 балкон,Наземная,-1,-1,-1,"19,6 м²","5,5 м²",-1,Фрязино,проспект Мира,
Фрязино,3,5,1,31.0,3600000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино,Луговая ,
Фрязино,7,16,1,42.0,6250000,-1,Вторичка,1 балкон,-1,-1,-1,-1,9 м²,19 м²,-1,Фрязино, Горького,
Фрязино,13,16,1,38.5,5800000,2016,Вторичка,1 лоджия,-1,-1,-1,-1,"16,8 м²","9,3 м²","2,75 м",Фрязино, Горького,
Фрязино,8,10,1,43.0,7200000,2005,Вторичка,1 лоджия,Наземная,-1,-1,-1,"20,1 м²","9,8 м²","2,65 м",Фрязино,проспект Мира,
Фрязино,2,2,1,29.9,3950000,-1,Вторичка,1 балкон,Открытая,-1,-1,-1,"17,9 м²",7 м²,-1,,Новый проезд,Щёлковская
Фрязино,8,17,1,46.0,7000000,2007,Вторичка,1 лоджия,Наземная,-1,-1,-1,20 м²,14 м²,"2,75 м",Фрязино,Полевая ,
Фрязино,7,9,1,41.3,8800000,2007,Вторичка,1 лоджия,Наземная,-1,-1,-1,20 м²,12 м²,-1,Фрязино,Лесная ,
Фрязино,9,9,1,37.2,4700000,-1,Вторичка,1 балкон,-1,-1,-1,-1,19 м²,"9,4 м²","2,7 м",Фрязино, 60 лет СССР,
Фрязино,4,5,1,42.0,4900000,1961,Вторичка,1 балкон,-1,-1,-1,-1,"17,6 м²","9,6 м²",3 м,Фрязино,Вокзальная ,
Фрязино,4,5,1,30.7,3650000,1972,Вторичка,1 балкон,Наземная,-1,-1,-1,20 м²,"5,5 м²","2,5 м",Фрязино, Ленина,
Фрязино,3,9,1,55.3,8400000,-1,Вторичка,1 лоджия,Открытая,-1,-1,-1,"20,1 м²","12,3 м²","2,8 м",, Дудкина,Ростокино
Фрязино,2,5,1,31.0,3850000,-1,Вторичка,-1,Открытая,-1,-1,-1,18 м²,7 м²,-1,,Советская ,Щёлковская
Фрязино,16,16,1,42.0,5600000,2011,Вторичка,1 лоджия,Наземная,-1,-1,-1,21 м²,9 м²,"2,7 м",Фрязино, Горького,
Фрязино,5,5,1,31.0,3700000,1970,Вторичка,1 балкон,Наземная,-1,-1,-1,17 м²,"6,7 м²",-1,Фрязино,Школьная ,
Фрязино,8,16,1,37.96,5600000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,17 м²,8 м²,"2,8 м",Фрязино, Горького,
Фрязино,15,16,1,45.2,5500000,-1,Вторичка,1 лоджия,Наземная,-1,-1,-1,"21,6 м²","8,7 м²","2,7 м",Фрязино, Горького,
Фрязино,6,9,1,34.7,5300000,1984,Вторичка,1 лоджия,Наземная,-1,-1,-1,19 м²,6 м²,3 м,Фрязино,проспект Мира,
Фрязино,5,5,1,30.3,3990000,1965,Вторичка,1 балкон,-1,-1,-1,-1,18 м²,5 м²,"2,64 м",Фрязино, Ленина,
Фрязино,5,9,1,34.0,4300000,1990,Вторичка,-1,Наземная,-1,-1,-1,17 м²,6 м²,"2,5 м",Фрязино,Полевая ,
Фрязино,8,9,1,32.3,4600000,1978,Вторичка,-1,Наземная,-1,-1,-1,18 м²,7 м²,-1,Фрязино,проезд Десантников,
Фрязино,12,16,1,31.0,5980000,1976,Вторичка,1 балкон,-1,-1,-1,-1,18 м²,6 м²,"2,5 м",Фрязино,проспект Мира,
Фрязино,9,16,1,42.2,6200000,2014,Вторичка,1 лоджия,Наземная,-1,-1,-1,20 м²,10 м²,"2,8 м",Фрязино, Горького,
Фрязино,5,9,1,48.2,8800000,2012,Вторичка,1 лоджия,Наземная,-1,-1,-1,"21,2 м²","9,9 м²","2,8 м",Фрязино, Дудкина,
Фрязино,8,16,1,38.0,6100000,2011,Вторичка,1 балкон,Наземная,-1,-1,-1,17 м²,8 м²,"2,7 м",Фрязино, Горького,
Фрязино,2,3,1,32.5,4800000,1961,Вторичка,1 балкон,Наземная,-1,-1,-1,"18,8 м²","5,7 м²","2,5 м",Фрязино,Комсомольская ,
Фрязино,1,5,1,28.8,4200000,1972,Вторичка,-1,Наземная,-1,-1,-1,"19,5 м²","6,5 м²","2,5 м",Фрязино,проспект Мира,
Фрязино,14,16,2,57.9,7000000,2009,Вторичка,1 лоджия,-1,-1,-1,-1,"34,1 м²","11,9 м²","2,7 м",Фрязино, Горького,
Фрязино,8,9,3,57.0,4900000,1972,Вторичка,2 балкона,Наземная,-1,-1,-1,41 м²,7 м²,-1,Фрязино,Полевая ,
Фрязино,1,5,2,38.3,4750000,1966,Вторичка,-1,-1,-1,-1,-1,"26,5 м²",6 м²,-1,Фрязино,Школьная ,
Фрязино,9,12,2,58.0,6300000,1994,Вторичка,1 балкон,Наземная,-1,-1,-1,45 м²,10 м²,"2,8 м",Фрязино, 60 лет СССР,
Фрязино,4,4,2,72.2,9000000,-1,Вторичка,1 балкон,Наземная,-1,-1,-1,40 м²,10 м²,-1,Фрязино,Институтская ,
Фрязино,2,5,2,45.2,4400000,1966,Вторичка,1 балкон,Наземная,-1,-1,-1,30 м²,7 м²,"2,8 м",Фрязино,Центральная ,
Фрязино,2,5,3,55.5,7300000,1964,Вторичка,1 балкон,Наземная,-1,-1,-1,40 м²,"6,5 м²","2,64 м",Фрязино, Нахимова,
Фрязино,4,4,2,72.2,6900000,-1,Вторичка,1 балкон,Наземная,-1,-1,-1,40 м²,10 м²,-1,Фрязино,Институтская ,
Фрязино,7,16,2,43.0,5499999,1973,Вторичка,2 балкона,Наземная,-1,-1,-1,25 м²,7 м²,"2,8 м",Фрязино,проспект Мира,
Фрязино,5,12,3,63.0,6999000,-1,Вторичка,2 балкона,Наземная,-1,-1,-1,40 м²,10 м²,-1,Фрязино,проспект Мира,
Фрязино,4,4,2,51.0,4750000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Фрязино,Московская ,
Шатура,3,10,1,40.6,3900000,2012,Вторичка,1 балкон,-1,-1,-1,-1,18 м²,11 м²,-1,Шатура,Академическая ,
Шатура,1,2,2,43.5,2100000,1979,Вторичка,1 балкон,-1,-1,-1,-1,"24,2 м²","7,3 м²",-1,Керва мкр,Набережная ,
Шатура,3,5,1,16.0,1800000,1970,Вторичка,-1,Наземная,-1,-1,-1,14 м²,-1,-1,Шатура,проспект Ильича,
Шатура,4,9,2,64.0,6500000,2010,Вторичка,1 балкон,Наземная,-1,-1,-1,36 м²,12 м²,"2,7 м",Шатура,Академическая ,
Шатура,3,4,2,41.7,4500000,1967,Вторичка,-1,Наземная,-1,-1,-1,-1,6 м²,-1,Шатура,проспект Ильича,
Шатура,5,5,2,22.7,2000000,1970,Вторичка,-1,Наземная,-1,-1,-1,-1,-1,"2,5 м",Шатура,проспект Ильича,
Шатура,1,9,1,38.4,3800000,-1,Вторичка,-1,-1,-1,-1,-1,"18,7 м²",10 м²,-1,Шатура,Академическая ,
Шатура,8,9,1,45.9,4950000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,"18,7 м²","12,4 м²","2,7 м",Шатура,Интернациональная ,
Шатура,7,9,2,50.0,6300000,1983,Вторичка,1 лоджия,Наземная,-1,-1,-1,"30,6 м²","7,7 м²",-1,Шатура,Спортивная ,
Шатура,1,2,2,43.5,2100000,1979,Вторичка,1 лоджия,Наземная,-1,-1,-1,"24,2 м²","7,3 м²","2,5 м",Керва мкр,Набережная ,
Шатура,2,2,2,41.2,2250000,1965,Вторичка,-1,Наземная,-1,-1,-1,28 м²,6 м²,"2,5 м",Керва мкр,Первомайская ,
Шатура,5,10,2,70.5,10900000,2013,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,-1,"33,6 м²",12 м²,"2,75 м",Шатура,проспект Ильича,
Шатура,5,5,1,30.0,2200000,1972,Вторичка,1 балкон,Наземная,-1,-1,-1,18 м²,6 м²,"2,5 м",Шатура, Жарова,
Дмитров,12,14,1,38.8,4850000,2025,Новостройка,-1,-1,-1,-1,-1,-1,-1,-1,,,
Дмитров,11,17,1,42.9,6199000,2021,Вторичка,1 лоджия,Наземная,-1,-1,-1,"19,3 м²",12 м²,-1,Дмитров,Оборонная ,
Дмитров,5,9,1,31.5,3600000,1978,Вторичка,-1,Наземная,-1,-1,-1,17 м²,7 м²,"2,6 м",Дмитров, Космонавтов,
Дмитров,4,14,1,40.59,4900000,2025,Новостройка,-1,-1,-1,-1,-1,-1,-1,-1,,,
Дмитров,1,3,1,40.1,5000000,2023,Вторичка,1 балкон,Наземная,-1,-1,-1,23 м²,15 м²,"2,8 м",,,
Дмитров,2,2,1,37.0,3300000,-1,Вторичка,-1,-1,-1,-1,-1,20 м²,8 м²,-1,,,
Дмитров,12,14,1,35.63,4600000,2025,Новостройка,-1,-1,-1,-1,-1,-1,-1,-1,,,
Дмитров,18,18,1,41.0,3800000,2008,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,-1,9 м²,"2,8 м",Дмитров, Архитектора В.В. Белоброва,
Дмитров,1,4,1,41.4,3600000,-1,Вторичка,1 балкон,-1,-1,-1,-1,"17,7 м²","12,8 м²",-1,Дмитров,Рогачевская ,
Дмитров,7,17,1,42.0,5950000,2013,Вторичка,1 лоджия,-1,-1,-1,-1,16 м²,12 м²,-1,Дмитров, Космонавтов,
Дмитров,1,3,1,33.3,4400000,2001,Вторичка,1 лоджия,Наземная,-1,-1,-1,23 м²,-1,-1,Дмитров, Веретенникова,
Дмитров,7,17,1,40.3,5600000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,20 м²,11 м²,"2,7 м",Дмитров, Космонавтов,
Дмитров,4,5,1,29.5,3600000,1966,Вторичка,1 балкон,Наземная,-1,-1,-1,15 м²,"6,8 м²","2,7 м",Дмитров, Космонавтов,
Дмитров,11,18,1,43.9,6600000,2013,Вторичка,1 балкон,Наземная,-1,-1,-1,"20,3 м²","11,4 м²","2,65 м",Дмитров,Школьная ,
Дмитров,5,12,1,30.0,4800000,2023,Вторичка,1 лоджия,Наземная,-1,-1,-1,-1,"9,5 м²",-1,Дмитров,Московская ,
Химки,2,5,2,58.4,11900000,1953,Вторичка,-1,-1,-1,-1,-1,32 м²,10 м²,-1,, Победы,Химки
Химки,7,25,3,85.6,14150000,2014,Вторичка,"1 лоджия, 1 балкон",Многоуровневая,-1,-1,-1,49 м²,11 м²,"2,75 м",,Совхозная ,Левобережная
Химки,16,17,2,53.5,13027250,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","25,1 м²","10,1 м²","2,84 м",,,Подрезково
Химки,5,5,2,44.8,5300000,1980,Вторичка,1 балкон,Наземная,-1,-1,-1,31 м²,6 м²,"2,7 м",,,Химки
Химки,16,17,3,76.9,15610700,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","34,8 м²","11,7 м²","2,84 м",,,Подрезково
Химки,1,5,2,53.4,7150000,1979,Вторичка,-1,-1,-1,-1,-1,30 м²,"9,5 м²",-1,, Фрунзе,Сходня
Химки,15,17,3,72.6,9950000,1992,Вторичка,1 балкон,Наземная,-1,-1,-1,45 м²,12 м²,"2,65 м",, Бабакина,Химки
Химки,6,12,2,52.3,6490000,1978,Вторичка,-1,-1,-1,-1,-1,"19,5 м²","9,9 м²",-1,, Новая,Сходня
Химки,12,17,2,58.1,8300000,-1,Вторичка,1 лоджия,-1,-1,-1,-1,"30,5 м²",13 м²,-1,, Ленина,Сходня
Химки,10,17,2,76.0,10000000,2021,Вторичка,1 лоджия,Подземная,-1,-1,-1,38 м²,19 м²,"2,8 м",,,Молжаниново
Химки,8,9,3,69.1,9500000,1989,Вторичка,1 балкон,Наземная,-1,-1,-1,48 м²,7 м²,"3,2 м",, Строителей,Химки
Химки,23,25,2,58.6,11000000,2015,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,-1,"34,8 м²",10 м²,"2,64 м",,Совхозная ,Левобережная
Химки,2,17,3,69.7,14253650,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая",36 м²,"10,7 м²","2,84 м",,,Подрезково
Химки,2,9,4,130.4,20000000,2010,Вторичка,-1,Наземная,-1,-1,-1,"88,5 м²",15 м²,3 м,, Береговая,Химки
Химки,8,16,2,53.9,10300000,1987,Вторичка,1 лоджия,Наземная,-1,-1,-1,"32,5 м²","9,1 м²","2,75 м",, Панфилова,Химки
Химки,16,17,2,58.5,16210305,2025,Новостройка,-1,Подземная,Монолитный,-1,Без отделки,-1,-1,3 м,,,Планерная
Химки,8,8,3,197.4,53999999,2016,Вторичка,2 лоджии,Подземная,-1,-1,-1,95 м²,10 м²,"3,2 м",, Ивановская,Молжаниново
Химки,9,9,3,60.04,8400000,1975,Вторичка,1 лоджия,Наземная,-1,-1,-1,"42,1 м²",6 м²,-1,, Дружбы,Молжаниново
Химки,7,8,3,112.1,44999999,2016,Вторичка,1 балкон,Подземная,-1,-1,-1,50 м²,20 м²,"3,2 м",, Ивановская,Молжаниново
Химки,9,9,2,42.0,7100000,-1,Вторичка,1 балкон,-1,-1,-1,-1,"28,3 м²","5,5 м²",-1,, Пожарского,Левобережная
Химки,8,14,2,56.07,15752811,2025,Новостройка,-1,Подземная,Монолитный,-1,Без отделки,-1,-1,3 м,,,Планерная
Химки,4,25,2,44.9,12000000,2019,Вторичка,-1,-1,-1,-1,-1,"30,1 м²",6 м²,-1,,Совхозная ,Левобережная
Химки,2,23,3,84.5,16500000,2007,Вторичка,1 лоджия,Наземная,-1,-1,-1,51 м²,10 м²,"2,8 м",, Горшина,Химки
Химки,2,16,3,84.9,14029725,2026,Новостройка,1 балкон,Подземная,Монолитный,-1,"Предчистовая, чистовая","44,4 м²","11,4 м²","2,72 м",,,Хлебниково
Химки,3,8,2,60.4,9900000,2024,Новостройка,2 балкона,-1,-1,-1,Без отделки,"34,9 м²","12,6 м²","2,72 м",, Фрунзе,Сходня
Химки,8,25,3,80.0,10999000,2008,Вторичка,1 лоджия,Наземная,-1,-1,-1,45 м²,11 м²,"2,7 м",,Молодежная ,Молжаниново
Химки,3,7,2,45.0,9729000,2026,Новостройка,1 балкон,Подземная,Монолитный,-1,"Предчистовая, чистовая","20,8 м²","10,8 м²","2,72 м",,,Хлебниково
Химки,10,17,4,125.5,25090000,2010,Вторичка,"1 лоджия, 1 балкон",Открытая,-1,-1,-1,"75,8 м²","14,7 м²","2,8 м",,,Молжаниново
Химки,5,5,2,44.7,7200000,1968,Вторичка,-1,Наземная,-1,-1,-1,"28,5 м²",7 м²,"2,5 м",,Юбилейный проспект,Беломорская
Химки,10,12,4,83.5,14925625,2026,Новостройка,1 балкон,Подземная,Монолитный,-1,"Предчистовая, чистовая","48,5 м²","11,6 м²","2,72 м",,,Хлебниково
Химки,5,5,3,78.4,13100000,1960,Вторичка,1 балкон,Наземная,-1,-1,-1,"53,4 м²",10 м²,3 м,,проспект Мира,Химки
Химки,3,23,2,61.5,10500000,2014,Вторичка,1 балкон,-1,-1,-1,-1,"32,1 м²","10,1 м²",-1,,Совхозная ,Левобережная
Химки,8,8,2,46.4,9280394,2022,Новостройка,-1,Многоуровневая,-1,-1,Без отделки,-1,-1,"3,15 м",, Генерала Дьяконова,Водники
Химки,4,4,2,46.4,10800000,2016,Вторичка,-1,Наземная,-1,-1,-1,"29,4 м²","6,5 м²","3,1 м",, Озерная,Химки
Химки,2,2,2,45.7,5000000,-1,Вторичка,1 балкон,-1,-1,-1,-1,25 м²,6 м²,3 м,,тупик 1-й Первомайский,Сходня
Химки,16,16,2,46.3,10857350,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая",25 м²,"6,1 м²","3,24 м",,,Подрезково
Химки,4,9,2,42.9,8000000,1973,Вторичка,-1,Наземная,-1,-1,-1,28 м²,5 м²,"2,65 м",,Зеленая ,Левобережная
Химки,14,16,2,59.6,13022600,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","28,1 м²","12,3 м²","2,84 м",,,Подрезково
Химки,4,4,2,45.0,5000000,-1,Вторичка,-1,Наземная,-1,-1,-1,28 м²,7 м²,3 м,,проезд 2-й Северный,Лобня
Химки,16,16,2,48.0,11496000,2027,Новостройка,1 балкон,Подземная,-1,-1,Предчистовая,"26,3 м²","6,8 м²","2,84 м",,,Подрезково
Химки,2,5,2,42.8,7300000,-1,Вторичка,1 балкон,Наземная,-1,-1,-1,"28,5 м²",5 м²,-1,, Маяковского,Химки
Химки,2,9,3,61.8,10450000,1987,Вторичка,1 лоджия,Наземная,-1,-1,-1,"37,6 м²","7,1 м²","2,8 м",,Куркинское шоссе,Сходненская
Химки,8,17,2,49.7,11281900,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","23,3 м²","7,1 м²","2,84 м",,,Подрезково
Химки,4,25,4,82.5,21000000,2017,Вторичка,1 лоджия,-1,-1,-1,-1,56 м²,20 м²,-1,,Совхозная ,Левобережная
Химки,2,25,2,58.1,10690000,2007,Вторичка,1 лоджия,-1,-1,-1,-1,"34,3 м²","10,4 м²","2,5 м",, Горшина,Химки
Химки,16,16,2,54.6,12967500,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","24,5 м²","10,2 м²","3,24 м",,,Подрезково
Химки,22,23,2,85.6,19900000,-1,Вторичка,1 лоджия,-1,-1,-1,-1,"39,8 м²",12 м²,-1,, Строителей,Химки
Химки,5,5,2,44.7,7800000,1963,Вторичка,1 балкон,Наземная,-1,-1,-1,"30,2 м²",6 м²,-1,, Нахимова,Левобережная
Химки,8,20,2,48.0,11200390,2026,Новостройка,-1,-1,Монолитно-кирпичный,-1,Чистовая,-1,-1,"2,75 м",,,Молжаниново
Химки,2,9,2,42.5,7350000,-1,Вторичка,-1,Наземная,-1,-1,-1,31 м²,"5,5 м²",-1,,Юбилейный проспект,Молжаниново
Химки,14,17,3,74.9,14980000,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","34,5 м²","15,3 м²","2,84 м",,,Подрезково
Химки,5,5,2,62.0,11399999,2016,Вторичка,1 лоджия,-1,-1,-1,-1,39 м²,8 м²,-1,, Озерная,Химки
Химки,4,5,2,45.6,7000000,1961,Вторичка,1 балкон,Наземная,-1,-1,-1,"31,7 м²","5,3 м²",-1,,Октябрьская ,Сходня
Химки,16,16,2,49.0,11637500,2027,Новостройка,1 балкон,Подземная,Панельный,-1,"Предчистовая, чистовая","26,1 м²","7,9 м²","2,84 м",,,Подрезково
Химки,2,5,2,42.6,7900000,-1,Вторичка,1 балкон,-1,-1,-1,-1,27 м²,6 м²,-1,, Энгельса,Химки
Химки,7,7,3,79.0,14883600,2026,Новостройка,1 балкон,Подземная,Монолитный,-1,"Предчистовая, чистовая","35,7 м²","17,8 м²","2,72 м",,,Хлебниково
Химки,6,23,2,56.0,13000000,2013,Вторичка,-1,-1,-1,-1,-1,33 м²,15 м²,3 м,, Дружбы,Молжаниново
Химки,2,17,2,45.5,9746100,2026,Новостройка,1 балкон,Подземная,Монолитный,-1,"Предчистовая, чистовая","20,8 м²","9,5 м²","2,72 м",,,Хлебниково
Химки,34,37,2,58.0,19000000,2017,Вторичка,"1 лоджия, 1 балкон",Подземная,-1,-1,-1,35 м²,10 м²,"3,1 м",, Кудрявцева,Химки
Химки,7,7,3,133.0,36000000,2015,Вторичка,3 лоджии,Подземная,-1,-1,-1,50 м²,13 м²,-1,, Юннатов,Химки
Химки,6,8,2,54.6,10554045,2022,Новостройка,-1,Многоуровневая,Монолитно-кирпичный,-1,"Без отделки, предчистовая",-1,-1,"3,15 м",, Генерала Дьяконова,Водники
Химки,6,8,4,109.0,40000000,2014,Вторичка,-1,Подземная,-1,-1,-1,77 м²,9 м²,"3,2 м",, Заречная,Молжаниново
Химки,3,16,2,54.1,8550000,1984,Вторичка,1 балкон,Наземная,-1,-1,-1,"31,9 м²","9,2 м²","2,8 м",,Нагорное шоссе,Химки
Химки,4,8,2,55.5,11079405,2023,Новостройка,-1,Многоуровневая,Монолитно-кирпичный,-1,"Без отделки, предчистовая",-1,-1,"3,15 м",, Генерала Дьяконова,Водники
Химки,9,17,2,63.2,13600000,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,-1,39 м²,20 м²,"2,8 м",, Германа Титова,Химки
Химки,6,9,2,57.0,6800000,-1,Вторичка,1 лоджия,Наземная,-1,-1,-1,38 м²,14 м²,3 м,,Первомайская ,Сходня
Химки,6,20,2,51.0,11395260,2026,Новостройка,-1,-1,Монолитно-кирпичный,-1,Чистовая,-1,-1,"2,75 м",,,Молжаниново
Химки,2,8,2,56.8,9800000,2015,Вторичка,2 лоджии,Наземная,-1,-1,-1,28 м²,"9,7 м²","3,1 м",,проезд Набережный,Шереметьевская
Химки,9,16,2,54.5,8900000,1985,Вторичка,1 балкон,Наземная,-1,-1,-1,34 м²,"9,7 м²","2,7 м",, Панфилова,Химки
Химки,17,17,3,63.0,11150000,2020,Вторичка,1 балкон,-1,-1,-1,-1,39 м²,"9,2 м²","2,8 м",, Имени К.И. Вороницына,Химки
